@relation 'Allegheny_County_Crash_Data_Nominal-weka.filters.supervised.instance.Resample-B0.0-S1-Z33.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-5,7-16,20-33,35-51,53-55,57-61,65-68'

@attribute COLLISION_TYPE {Side-swipe-same-direction,Angle,hit-fixed-object,hit-pedestrian,Rear-end,Side-swipe-opposite-direction,Rear-to-rear,Head-on,Non-collision}
@attribute PROPERTY_DAMAGE_ONLY {NO,YES}
@attribute FATAL_OR_MAJ_INJ {NO,YES}
@attribute INJURY {NO,YES}
@attribute MOTORCYCLE {NO,YES}
@attribute PEDESTRIAN {NO,YES}
@attribute INJURY_OR_FATAL {NO,YES}
@attribute MINOR_INJURY {NO,YES}
@attribute MODERATE_INJURY {NO,YES}
@attribute MAJOR_INJURY {NO,YES}
@attribute MAX_SEVERITY_LEVEL {NoInjury,Injury}

@data
hit-fixed-object,NO,YES,YES,NO,NO,YES,NO,NO,YES,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,YES,YES,NO,NO,YES,NO,NO,YES,Injury
Side-swipe-same-direction,NO,NO,YES,YES,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
hit-pedestrian,NO,YES,NO,NO,YES,YES,NO,NO,NO,Injury
Non-collision,NO,NO,YES,YES,NO,YES,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,NO,YES,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,NO,YES,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Side-swipe-same-direction,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Side-swipe-same-direction,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Head-on,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Non-collision,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,YES,NO,NO,Injury
Non-collision,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,YES,YES,NO,YES,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-fixed-object,NO,NO,YES,YES,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Head-on,NO,YES,YES,NO,NO,YES,NO,NO,YES,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,YES,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Side-swipe-opposite-direction,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,YES,YES,YES,NO,YES,NO,YES,YES,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,NO,NO,NO,Injury
Rear-end,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Angle,NO,YES,YES,NO,NO,YES,YES,NO,YES,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Side-swipe-same-direction,NO,YES,YES,NO,NO,YES,NO,NO,YES,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,YES,YES,NO,NO,YES,YES,YES,YES,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,YES,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Side-swipe-same-direction,NO,NO,YES,YES,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,YES,YES,NO,NO,YES,NO,NO,YES,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Head-on,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Non-collision,NO,YES,YES,YES,NO,YES,NO,NO,YES,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-pedestrian,NO,YES,YES,NO,YES,YES,NO,NO,YES,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,YES,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,YES,YES,NO,NO,YES,NO,NO,YES,Injury
Angle,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Non-collision,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Non-collision,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,YES,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Head-on,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,YES,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Angle,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,YES,NO,YES,NO,YES,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,YES,NO,NO,Injury
Rear-end,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,YES,NO,NO,Injury
Angle,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
hit-fixed-object,NO,YES,NO,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-to-rear,NO,NO,YES,YES,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Head-on,NO,YES,YES,YES,NO,YES,YES,NO,YES,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,YES,NO,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Non-collision,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Non-collision,NO,YES,YES,NO,NO,YES,NO,NO,YES,Injury
Angle,NO,YES,YES,NO,NO,YES,NO,YES,YES,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Head-on,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Non-collision,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-fixed-object,NO,YES,YES,NO,NO,YES,NO,NO,YES,Injury
Angle,NO,YES,YES,YES,NO,YES,NO,NO,YES,Injury
hit-fixed-object,NO,YES,YES,NO,NO,YES,NO,NO,YES,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-fixed-object,NO,YES,YES,NO,NO,YES,NO,NO,YES,Injury
hit-fixed-object,NO,YES,YES,NO,NO,YES,NO,NO,YES,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,YES,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Angle,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
hit-pedestrian,NO,NO,YES,NO,YES,YES,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,YES,NO,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,YES,YES,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,YES,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,YES,NO,NO,NO,Injury
